,id,name,category,phone,address,latitude,longitude,services,priceRange_m,review_m,michelinType
10,1194553,팔레트,컨템퍼러리,051-626-2364,"남구 분포로 66-30 3층, Busan, 48576, 대한민국",35.13162,129.11976,"['에어컨', '주차장']",₩₩,"프렌치 퀴진을 기반으로 자유롭게 구성에 변화를 준 현대적 요리를 선보이는 팔레트. 팔레트의 감각적인 요리 결과물은 김재훈 셰프가 경험한 요리 문화의 다양성이 바탕이 되었다. 고향 부산에서 당차게 팔레트를 오픈한 이후 요리적으로 다양한 도전과 레스토랑의 컨셉 변화를 시도한 결과, 그가 그린 팔레트의 발전적인 모습이 현재의 요리에 담겨져 있다. 다이닝만큼은 옛것을 고수하려는 부산의 다이닝 씬에서 변화무쌍한 시도를 하는 그의 요리가 어떠한 형태로 발전하게 될지 기대가 된다. 창문 너머로 보이는 용호만 부두와 도심이 포함된 광안대교의 경관은 요리와 함께 즐길 수 있는 팔레트만의 매력적인 요소이다.",1 star
11,1194544,으뜸 이로리바타,일식,010-6640-2884,"수영구 수영로 408번길 20, Busan, 48308, 대한민국",35.1373479,129.0292733,"['에어컨', '좋은 사케 리스트', '카운터 테이블']",₩₩,"‘이로리’, 즉 화로를 활용하여 오마카세를 제공하는 남천역 인근의 레스토랑이다. 비록 일본의 전통 이로리는 아니지만 요리에서 쓰이는 역할을 잘 표현했다. 꼬치에 끼워져 이로리에 가지런히 놓인 제철 생선의 시각적 효과와 풍미는 요리를 즐기는 또 다른 재미이다. 이 레스토랑은 일식 요리사 정으뜸 셰프의 경험과 개인적 기호가 어우러진 공간으로, 다양한 생선구이 요리를 즐기기에 제격이다. 솥밥을 비롯해 오마카세에 포함된 각종 요리들도 하나같이 일식의 정갈한 맛을 오롯이 전해 준다.",plate
12,1194535,토라후구가,복어,051-743-5432,"해운대구 좌동순환로 480, Busan, 48103, 대한민국",35.16417,129.1699,"['에어컨', '주차장']",₩₩,"해운대 중동사거리 대로변에 토라후구(참복)가 헤엄치는 작은 수족관과 옛스러운 나무 디자인의 외관이 유독 눈에 띄는 이곳. 주인장 정승훈 셰프가 직접 붓글씨로 쓴 작은 상호명 외에 따로 간판은 없지만 이러한 시각적 요소만으로도 복어 요리 전문점임을 알 수 있다. 셰프의 정교한 손놀림을 통해 참복이 가진 다채로운 맛의 매력이 고객의 테이블 위로 쉼 없이 전해지고, 유비키와 텟사, 가라아게, 지리, 죠스이 등 기본에 충실한 각종 일본식 복어 요리가 알차게 코스를 구성한다. 복어를 취급하는 곳은 많아도 일본 스타일의 요리를 구현하고자 하는 곳은 많지 않다. 그런 점에서 복어를 다루고 요리해 손님 상에 올리는 셰프의 진지함에서 요리에 대한 그의 진심이 느껴진다.",plate
13,1207862,에쌍스,프렌치,010-8010-5099,"서울시 서초구 반포대로 4길 12, Seoul, 06719, 대한민국",37.48179,127.01336,"['발렛파킹', '에어컨']",₩₩,"클래식한 프렌치 요리로 유명한 쏠레이의 김영선 셰프가 우여곡절 끝에 쏠레이에서의 여정을 정리하고 에쌍스에서 자신만의 프렌치 퀴진을 선보이고 있다. 에쌍스에서는 전보다 편안하고 가벼운 비스트로 스타일의 프렌치 요리를 제공함으로써 요리에 대한 접근성을 높였다. 레스토랑에도 변화의 바람이 불고 있지만 김영선 셰프는 클래식한 퀴진 스타일을 변함없이 고수하면서, 정확한 방식으로 굽고 익힌 식재료와 정성이 깃든 소스를 통해 깊이 있는 맛을 전하고 있다. 다양한 스타일의 매력적인 현대식 요리가 대세로 자리잡은 시대이지만 진정성이 느껴지는 에쌍스의 차분한 요리는 프렌치 퀴진의 기본을 다시 한번 생각하게 해준다.",plate
14,1207479,이와,일식,010-8543-3356,"부산 해운대구 해운대해변로 209번길 13, 2층, Busan, 48093, 대한민국",35.15959,129.15384,"['에어컨', '카운터 테이블']",₩₩,"생선 숙성 특허를 보유한 셰프는 분명한 의도를 가지고 숙성 식재료를 준비한다. 여기서 나오는 안정적인 맛의 다양한 구성이 즐거움을 준다. 식재료의 수급 상황과 셰프의 구상에 따라 스시와 사시미, 일식 요리의 비중을 그때그때 조절한다. 셰프는 모든 생선을 기본적으로 4일 이상 숙성하며 생선의 종류와 특성, 컨디션에 맞춰 최적의 숙성 시기를 찾기 위해 식재료에 세심한 주의를 기울인다. 합리적인 가격과 풍미 깊은 숙성 식재료의 다양한 일식을 한 자리에서 즐기는 것은 또 다른 재미를 준다.",plate
15,1208000,안암,돼지국밥,010-6874-8818,"종로구 북촌로 5길 10, Seoul, 03055, 대한민국",37.57939,126.98446,"['에어컨', '카운터 테이블']",₩,북촌에 위치한 작은 공간 안암의 주메뉴는 돼지국밥이다. '보통'과 ‘고기 많이’로 양이 구분되어 있는데 국밥의 비주얼이 무척 독특하다. 청양고추와 케일로 만든 기름이 깔끔한 육수와 어우러져 풍부한 향을 느끼게 한다. 스페인산 듀록 돼지의 등갈비에 통 목살을 얇게 저민 고기는 굉장히 부드럽고 은은한 육향을 가지고 있어 다채로운 풍미를 즐길 수 있다. 취향에 따라 고수 추가도 가능하니 안암에서 따뜻한 국밥 한 그릇 즐겨 보시기를 권한다.  ,bib
16,1207606,르오뇽,프렌치,010-9033-9187,"강남구 압구정로 4길 13-4, Seoul, 06028, 대한민국",37.52177,127.02053,"['발렛파킹', '카운터 테이블']",₩₩₩,"가로수길의 한적한 골목에 위치한 르오뇽. 프랑스어로 ‘양파’라는 뜻의 이곳은 프렌치 요리를 베이스로 페스코 베지테리언용 음식, 즉 육류를 빼고 생선과 난류, 유제품만 사용해 만든 음식을 선보인다. 환경과 동물 복지에 관심이 높은 셰프가 본인이 직접 실천 중인 식단을 손님들과 나누기 위해 오픈했다. 깊은 맛을 내는 육수는 버섯과 채수를 이용하고, 케이크는 밀가루 대신 콜리플라워와 페코리노 치즈로 식감을 내지만 깊은 맛과 감칠맛이 진하게 나와 육류나 밀가루를 대체하기에 모자람이 없다. 비건 또는 베지테리언 식단에 관심이 있다면 이곳에서 페스코 베지테리언 식단부터 가볍게 경험해 보면 어떨까?",plate
17,1207449,코르 파스타바,이탤리언,010-2366-4570,"부산진구 동성로 25번길 13, 2층, Busan, 47305, 대한민국",35.15264,129.06769,['카운터 테이블'],₩,"전포동의 힙한 골목길로 들어서 2층의 두꺼운 철문을 열고 들어서면 10석 남짓한 작은 공간이 있다. 파스타 바(Bar)라는 이름처럼 직접 제면한 파스타 메뉴를 제공하는 곳으로 파스타를 종류별로 다양하게 맛볼 수 있다. 진한 소스의 새우 비스크 소스 스파게티, 성게와 어란을 사용한 보타르가 파스타, 토마토 소스를 넣은 한우 양 벌집 트리파를 직접 구운 포카치아나 와인과 함께 즐겨보시길.",bib
18,1207158,동경밥상,장어,070-7576-1428,"수영구 남천바다로 34-6, Busan, 48304, 대한민국",35.14839,129.11386,"['에어컨', '주차장']",₩,부산의 정취가 돋보이는 광안리 해수욕장의 익숙한 거리 분위기에서 벗어나 레스토랑의 정문에 이르면 사뭇 차분하고 정적인 분위기가 감돈다. 일본의 대표적인 장어 덮밥인 우나쥬와 히츠마부시를 선보이는 동경 밥상의 모습이다. 김태우 셰프의 손을 거친 동경 밥상의 음식에서 이 요리의 정통성을 표현하고자 하는 그의 노력이 엿보인다. 두툼하게 씹히는 우나기는 본연의 풍미가 도드라지고 감칠맛 나는 소스와 잘 어우러진다. 무엇보다 최근 도정을 원칙으로 하는 윤기 나는 쌀밥과의 조화가 입맛을 당긴다. 정통성 있는 레시피를 존중하며 디테일하게 자신만의 맛을 더해가는 모습이 요리에 대한 신뢰로 이어진다.,bib
19,1207138,안목,돼지국밥,070-8778-0519,"수영구 광남로 22번길 3, Busan, 48307, 대한민국",35.14492,129.11076,"['에어컨', '카운터 테이블']",₩,"우리가 기억하는 돼지 국밥의 맛이나 멋과는 다른, 새로운 형태의 돼지 국밥을 제안한 안목. 안목은 단순히 기존의 국밥과 형태만 달리한 것이 아닌, 고개가 끄덕여지는 돼지 국밥의 맛을 선사한다. 돼지 국밥은 특유의 풍미를 가지고 있지만 그 안에서 한국의 다른 국물 음식을 떠올리게 하는 오묘한 맛이 있다. 돼지 국밥의 일번지라 할 부산에서 수많은 유명 돼지 국밥과 맛에 있어 확실한 차별화를 꾀하면서도, 요리는 다양한 방향성을 갖고 변화하고 발전한다는 느낌을 주는 레스토랑이다. 개개인의 취향 차이가 있겠지만 다대기나 새우젓을 넣지 않고 이곳만의 돼지 국밥을 있는 그대로 즐겨 보는 것도 좋을 것 같다.",bib
20,1207362,르도헤,컨템퍼러리,051-747-8522,"해운대구 마린시티3로 37, 2층, Busan, 48118, 대한민국",35.15543,129.14665,"['에어컨', '주차장']",₩₩₩,"마린시티에 위치해 아름다운 바다의 조망을 자랑하는 르 도헤. 이곳의 상호 르 도헤는 ‘금빛으로 물들인다’는 뜻의 프랑스어로 고급스럽고 아름다운 경험을 제공하겠다는 의지가 담겨 있다. 이전에는 한식당으로 운영했으나 지금은 프렌치와 일식의 터치를 가미한 컨템퍼러리를 지향한다. 다양한 종류와 리스트를 자랑하는 와인 셀러를 보유하고 있으며, 와인과의 마리아주에 집중할 수 있도록 코스 메뉴 외에 단품 메뉴 및 와인과 칵테일을 곁들일 수 있는 바 메뉴도 선보이고 있다.",plate
21,1207448,쉐프곤,컨템퍼러리,010-4585-6607,"중구 중구로 23번길 12, Busan, 48978, 대한민국",35.10168,129.03004,"['발렛파킹', '카운터 테이블']",₩₩,자갈치 시장 근처 골목에 위치한 이곳은 오랫동안 호텔에서 근무하던 셰프가 독립해 만든 공간이다. 셰프가 직접 아침마다 신선한 재료를 시장에서 구해다 계절에 맞게 그날의 메뉴를 준비한다. 그래서 코스 이름도 ‘자갈치 셰프 코스 스페셜’이다. 주방 쪽 테이블에 앉으면 재료에 대한 설명을 들으며 요리하는 모습을 직접 감상할 수 있다. 해산물뿐만 아니라 고기 요리도 다양하며 단품도 준비되어 있으니 수준급 와인과 함께 자갈치의 정수를 즐겨 보시길 바란다.,plate
22,1207450,아르프,비건,010-5588-1368,"영도구 태종로 99번길 35, Busan, 49035, 대한민국",35.09293,129.04258,['채식메뉴 제공'],₩,"100% 비건 음식만을 서빙하는 아르프. Around Plant에서 앞 글자를 따 만든 이름인데 둥그런 지구의 긍정적이고 윤리적인 식탁과 채소 요리의 무한한 가능성을 표현한 상호라고 한다. 쌀로 직접 만든 와인과 함께 고기가 들어가지 않은 음식을 만나볼 수 있는데 ‘비건 요리는 맛없다’는 편견을 단박에 깨뜨린다. 시그니처 메뉴인 고사리 파스타는 고사리와 버섯을 말려 식감을 극대화해 쫄깃하고 고소한 맛을 느낄 수 있고, 비건 치즈는 코코넛 오일로 만들었지만 체다치즈와 똑같은 맛을 낸다. 동물성 재료 없이도 빼어난 맛을 내는 음식을 아름다운 공간에서 즐겨 보시길.",bib
23,1194881,트리드,"컨템퍼러리, 아메리칸 컨템퍼러리",02-512-8312,"강남구 선릉로 162길 16, 2층, Seoul, 06014, 대한민국",37.5267383,127.0416702,"['발렛파킹', '에어컨']",₩₩₩,"다양성, 좋은 맛, 즐거움. 이 세 가지는 모던 퀴진에 있어 셰프와 고객의 공통 관심사이다. 모던 퀴진 레스토랑 ‘트리드’는 이런 관심사를 충족시키고자 하는 요리사들의 노력이 느껴지는 곳이다. 트리드의 셰프가 여러 문화권에서 경험한 다양한 다이닝 환경은, 식재료와 풍미의 조합을 통한 새로운 맛을 발견하기 위해 과감하고 흥미로운 선택을 할 수 있게 해 주었다. 공간의 안락함과 차분한 서비스, 세련된 디자인의 개방형 주방이 이곳의 근사한 요리와 어우러져 일체감을 제공한다.",plate
24,1207136,딤타오,딤섬,051-741-3638,"해운대구 우동 1로 25, Busan, 48088, 대한민국",35.16394,129.15647,[],₩,"‘마음에 점을 찍다’라는 의미의 딤섬은 중국 광둥 지역의 대표 음식이다. 배를 가득 채우기 위함이 아닌 간소하게 먹는 음식이라는 뜻이 담겨 있다. 딤섬은 종류가 무수히 많지만 딤타오에서는 그 중 가장 유명한 몇 가지를 선보인다. 육즙이 가득한 샤오롱바오, 통통한 새우살과 부추를 듬뿍 채운 교자를 비롯해 원톤수프나 바베큐번 등도 만나볼 수 있다. 예로부터 딤섬은 차와 함께 먹었다고 하니 보이차나 재스민차와 곁들여 먹어 보기를 추천한다. 해리단길에서 긴 줄을 찾다 보면 금세 발견할 수 있다.",plate
25,1194849,레스토랑 오와이,"프렌치, 컨템퍼러리",02-515-7250,"강남구 선릉로 148길 48-12, 지하 1층, Seoul, 06064, 대한민국",37.5222697,127.0432627,"['발렛파킹', '에어컨']",₩₩₩₩,한적한 주거 지역 골목 한 켠에 위치한 ‘레스토랑 오와이’는 차분한 느낌의 외관부터가 동네의 분위기와 이질감 없이 잘 어우러진다. 프렌치 퀴진에 대한 열정과 애정으로 한국과 프랑스에서 짧지 않은 시간을 요리사로 일해 온 부부가 운영하는 레스토랑이다. 화려함보다는 진중함과 안정감이 어울리는 이곳의 셰프들은 클래식과 모던의 경계를 자유롭게 넘나드는 요리로 정통을 표현해낸다. 식재료에 대한 높은 이해에서 나오는 조리의 정확성과 뚜렷하고 깊이 있는 요리의 맛을 경험해 보기 바란다. ,plate
26,570674,하쿠시,일식,02-792-0811,"용산구 독서당로 29길 6, 2층, Seoul, 04419, 대한민국",37.53667,127.01157,"['발렛파킹', '에어컨', '카운터 테이블']",₩₩₩,"숯과 불 그리고 도화지, 최성훈 셰프가 하쿠시를 통해 표현하고자 하는 세 가지 주제를 멋지게 공간에 담아 냈다. 강렬한 블랙 앤 레드 컬러의 시각적 강렬함이 입구에서부터 다이닝 공간까지 이어지는데, 공간 곳곳에 포인트로 활용된 화이트 컬러가 조화로움과 안정감을 준다. 공간이 가진 이런 시각적 강렬함처럼, 하쿠시의 요리에도 셰프의 다양한 요리 경험이 반영된 독창성이 선명하게 드러난다. 제철 식재료의 매력이 그대로 살아 있는 하쿠시의 요리에는 모던과 클래식의 경계를 넘나드는 뚜렷한 맛과 향이 담겨 있다.",plate
27,1207071,제로 베이스,일식,070-8803-0318,"수영구 민락로 33번길 17, 2층, Busan, 48285, 대한민국",35.15741,129.12097,"['에어컨', '카운터 테이블']",₩₩₩,"제로 베이스는 일식 이자카야 '유노우'로 고객들에게 좋은 반응을 얻었던 유병찬 셰프의 일식 레스토랑이다. 유노우를 운영하면서 깊이 있는 일식 요리에 대한 갈증을 느꼈던 그가 제로 베이스에서 새로운 요리를 발전시키며 또 한 번 손님들과 교감하고 있다. 탄탄한 조리 솜씨를 바탕으로 식재료를 다양하게 활용하는데, 클래식한 방식이지만 셰프의 감각이 돋보이는 시도들이 눈에 띈다. 손님을 대접하기 위해 제철 식재료를 엄선하는 데 큰 비중을 두는 것은 당연하다. 현대적 디자인의 내부 공간이 클래식한 요리 스타일과 대비를 이루며 묘한 이질감을 느끼게 한다.",plate
28,570652,라망 시크레,컨템퍼러리,02-317-4003,"중구 퇴계로 67, 레스케이프 호텔 26층, Seoul, 04529, 대한민국",37.55983,126.97949,"['발렛파킹', '에어컨', '주차장']",₩₩₩₩,"'‘비밀스러운 연인'을 뜻하는 ‘라망 시크레’. 레스케이프 호텔 26층에 자리 잡고 있는 이곳은 그 이름처럼 비밀스러운 분위기의 공간에 세련된 인테리어로 손님들을 맞는다. 미국에서 오랜 경력을 쌓고 돌아온 손종원 셰프는 '한국 스타일의 양식'을 현대적으로 풀어 낸다. 한국의 다양한 식재료를 서양 요리의 테크닉과 접목시켜 만들어 내는 음식은 신선하면서도 사뭇 익숙하게 다가온다. ‘라망 시크레’에서는, 좋은 재료와 그 재료를 공급하는 생산자의 마음이 주방을 거쳐 손님에게 전달되는 소통 과정을 중시하는 셰프의 마음을 느낄 수 있다.",1 star
29,1194779,차오란,"중식, 칸토니즈",051-922-1250,"해운대구 달맞이길 30, 시그니엘 부산 5층, Busan, 48099, 대한민국",35.16191,129.16828,"['발렛파킹', '에어컨', '주차장', '휠체어 가능']",₩₩₩₩,"시그니엘 5층에 위치한 차오란. 정통 광둥식 음식을 내는 중식당으로 정확히는 홍콩식에 가깝다. 홍콩식은 광둥식을 기반으로 하면서도 다양한 문화를 가진 지역의 특색이 만들어 낸 새로운 맛들이 조화롭게 섞인 것이 특징이다. 딤섬만 하더라도 오징어 먹물로 색을 낸 만두피에 금박을 올린 하가우, 트러플을 비롯한 각종 버섯과 아스파라거스를 넣은 야채교자, 말린 가리비와 XO 소스를 넣고 날치알을 올린 딤섬 등 화려하고 맛있는 메뉴가 다양하게 준비되어 있다. 대표 메뉴인 꿀 소스 바베큐와 바삭한 크리스피 삼겹살은 촉촉한 고기에 바삭한 껍질과 과하지 않은 양념 맛이 일품이다. 1920년대 홍콩을 재연한 듯한 실내에서 해운대를 조망하며 음식을 음미해 보기를 바란다.",plate
30,1207932,호빈,중식,02-2270-3141,"중구 동호로 287, 앰배서더 서울 풀만 2층, Seoul, 04618, 대한민국",37.5604,127.00247,"['발렛파킹', '에어컨', '주차장', '휠체어 가능']",₩₩₩₩,"호빈은 후덕죽 셰프가 운영하는 중식 레스토랑이다. 후덕죽 셰프는 자타 공인 한국 중식의 산증인이자 수십 년간 광동식 중화 요리의 고급화에 앞장서 온 인물이다. ‘귀한 손님’을 뜻하는 상호 '호빈'은 고객과 함께 요리의 길을 걸어온 셰프가, 자신의 고객 존중의 마음을 표현한 것이다. 어향통해삼, 팔진초면 등 호빈을 대표하는 요리는 여럿 있지만 국내에서 최초로 선보인 불도장이야말로 빼놓을 수 없는 메뉴다. 불도장은 지금도 그를 대표하는 요리일 정도로 상징성이 있다. “신선한 식재료를 활용하여 재료 본연의 맛을 살려 조리한다.”는 셰프의 말은 요리의 기본이 되는 명제임에도 남다른 무게가 느껴진다. 호빈에서는 다양한 요리와 더불어 제철 식재료를 활용한 보양식도 제공한다.",1 star
31,1195183,윤서울,한식,02-336-3323,"강남구 선릉로 805, Seoul, 06019, 대한민국",37.52416,127.03906,"['발렛파킹', '에어컨', '카운터 테이블']",₩₩₩,nan,1 star
32,1192592,세븐스도어,"컨템퍼러리, 한식",02-542-3010,"강남구 학동로 97길 41, 4층, Seoul, 06072, 대한민국",37.52237,127.05429,"['발렛파킹', '에어컨', '카운터 테이블', '휠체어 가능']",₩₩₩₩,"김대천 셰프의 요리는 시간이 흐를수록 더욱 다양해지고 그 깊이를 더해 간다. 7th Door의 요리에서는 셰프가 지향하는 한식의 방향성을 경험할 수 있다. 그는 한식의 특징인 발효와 숙성을 주제로 삼아 자신만의 노하우와 정성을 담아 요리에 쓰일 재료를 준비한다. 이러한 과정을 거쳐 음식이 고객의 테이블에 오르기까지 김대천 셰프의 집중력과 아이디어가 요리에 재치 있게 녹아들고, 셰프의 이런 재치와 위트가 식사와 식사 사이에 재미를 더한다. 맛의 5가지 표현과 요리의 주제인 발효와 숙성 그리고 셰프의 감각, 이 7가지 테마의 어우러짐은 미식의 즐거움을 기대하게 한다. ",1 star
